"2017-04-28 00:32:24,566",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,
"2017-04-28 01:02:35,147","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.74,155,1480,1119,1480,997,370,155
"2017-04-28 01:04:27,247","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.87,158,1480,1112,1480,1044,370,158
"2017-04-28 01:06:20,675","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.29,150,1480,1099,1480,1024,370,150
"2017-04-28 01:08:13,409","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.96,143,1480,1132,1480,1034,370,143
"2017-04-28 01:10:06,273","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.91,149,1480,1129,1480,1027,370,149
"2017-04-28 01:11:59,171","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.34,154,1480,1100,1480,1019,370,154
"2017-04-28 01:13:52,077","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.88,156,1480,1119,1480,1028,370,156
"2017-04-28 01:15:44,927","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.74,151,1480,1097,1480,1002,370,151
"2017-04-28 01:17:38,265","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.01,158,1480,1107,1480,1020,370,158
"2017-04-28 01:19:30,219","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.95,158,1480,1123,1480,1034,370,158
"2017-04-28 00:33:24,307","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.15,156,1480,1090,1480,994,370,156
"2017-04-28 00:35:20,213","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,11.99,162,1480,1098,1480,1053,370,162
"2017-04-28 00:37:16,200","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.59,149,1480,1078,1480,1000,370,149
"2017-04-28 00:39:12,329","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.11,136,1480,1087,1480,1039,370,136
"2017-04-28 00:41:09,098","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.86,165,1480,1114,1480,1010,370,165
"2017-04-28 00:43:04,323","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.79,155,1480,1116,1480,1025,370,155
"2017-04-28 00:45:00,866","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.70,154,1480,1099,1480,1033,370,154
"2017-04-28 00:47:00,864","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.76,141,1480,1100,1480,1039,370,141
"2017-04-28 00:48:56,582","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,11.96,142,1480,1135,1480,1024,370,142
"2017-04-28 00:50:52,540","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.52,151,1480,1150,1480,1050,370,151
"2017-04-28 00:52:50,284","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.48,160,1480,1082,1480,1040,370,160
"2017-04-28 00:54:45,703","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.67,139,1480,1067,1480,1043,370,139
"2017-04-28 00:56:41,214","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.86,152,1480,1076,1480,1011,370,152
"2017-04-28 00:58:39,560","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.68,158,1480,1115,1480,1050,370,158
"2017-04-28 01:00:37,075","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.49,155,1480,1102,1480,1063,370,155
"2017-04-28 01:02:35,238","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.82,154,1480,1102,1480,1062,370,154
"2017-04-28 01:04:30,907","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.29,147,1480,1097,1480,1024,370,147
"2017-04-28 01:06:27,308","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.87,145,1480,1082,1480,1049,370,145
"2017-04-28 01:08:24,710","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.00,162,1480,1096,1480,1014,370,162
"2017-04-28 01:10:19,717","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,11.83,157,1480,1120,1480,1050,370,157
"2017-04-28 01:12:15,202","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.52,157,1480,1104,1480,1010,370,157
"2017-04-28 01:14:10,644","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.18,146,1480,1108,1480,1018,370,146
"2017-04-28 01:16:08,778","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.14,148,1480,1107,1480,1048,370,148
"2017-04-28 01:18:06,002","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.31,150,1480,1122,1480,1032,370,150
"2017-04-28 01:20:04,146","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.01,153,1480,1116,1480,1010,370,153
"2017-04-28 00:34:47,868","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.59,165,1480,1108,1480,1052,370,165
"2017-04-28 00:36:40,061","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.11,164,1480,1097,1480,1036,370,164
"2017-04-28 00:38:33,224","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.26,154,1480,1137,1480,1035,370,154
"2017-04-28 00:40:26,009","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.31,138,1480,1103,1480,1025,370,138
"2017-04-28 00:42:18,348","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.98,151,1480,1095,1480,1041,370,151
"2017-04-28 00:44:11,558","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.22,152,1480,1110,1480,1031,370,152
"2017-04-28 00:46:04,809","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.61,151,1480,1110,1480,1057,370,151
"2017-04-28 00:47:58,344","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.18,130,1480,1135,1480,1022,370,130
"2017-04-28 00:49:51,993","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.45,158,1480,1106,1480,1054,370,158
"2017-04-28 00:51:45,409","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.27,151,1480,1110,1480,1017,370,151
"2017-04-28 00:53:38,358","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.46,158,1480,1119,1480,1024,370,158
"2017-04-28 00:55:31,145","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.35,161,1480,1098,1480,1003,370,161
"2017-04-28 00:57:23,261","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.18,160,1480,1095,1480,1011,370,160
"2017-04-28 00:59:15,247","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.39,152,1480,1091,1480,1028,370,152
"2017-04-28 01:01:07,896","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.22,162,1480,1090,1480,1056,370,162
"2017-04-28 01:03:00,762","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.70,136,1480,1121,1480,1030,370,136
"2017-04-28 01:04:53,341","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.96,155,1480,1116,1480,1036,370,155
"2017-04-28 01:06:47,469","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.28,164,1480,1083,1480,1042,370,164
"2017-04-28 01:08:39,823","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.55,165,1480,1096,1480,997,370,165
"2017-04-28 01:10:32,237","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.36,132,1480,1093,1480,1046,370,132
"2017-04-28 01:12:24,682","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.80,143,1480,1110,1480,1049,370,143
"2017-04-28 01:14:15,087","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.05,170,1480,1079,1480,1027,370,170
"2017-04-28 01:16:06,179","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.97,157,1480,1102,1480,1045,370,157
"2017-04-28 01:17:59,068","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.82,161,1480,1114,1480,1057,370,161
"2017-04-28 01:19:51,480","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.03,153,1480,1076,1480,1023,370,153
"2017-04-28 00:33:15,227","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.74,142,1480,1104,1480,1028,370,142
"2017-04-28 00:35:10,796","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.48,160,1480,1105,1480,1016,370,160
"2017-04-28 00:37:06,859","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.81,148,1480,1106,1480,1035,370,148
"2017-04-28 00:39:02,636","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.01,163,1480,1143,1480,1056,370,163
"2017-04-28 00:41:00,290","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.56,156,1480,1106,1480,1031,370,156
"2017-04-28 00:42:55,623","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,12.14,161,1480,1121,1480,1018,370,161
"2017-04-28 00:44:51,541","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.65,154,1480,1100,1480,1024,370,154
"2017-04-28 00:46:48,842","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.21,167,1480,1072,1480,1041,370,167
"2017-04-28 00:48:46,587","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.59,151,1480,1126,1480,1032,370,151
"2017-04-28 00:50:45,500","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,15.02,150,1480,1121,1480,1060,370,150
"2017-04-28 00:52:40,627","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.25,147,1480,1112,1480,1054,370,147
"2017-04-28 00:54:39,574","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.70,145,1480,1102,1480,1009,370,145
"2017-04-28 00:56:35,378","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.96,153,1480,1075,1480,1020,370,153
"2017-04-28 00:58:32,149","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.25,162,1480,1103,1480,1036,370,162
"2017-04-28 01:00:28,823","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.76,151,1480,1097,1480,1053,370,151
"2017-04-28 01:02:24,248","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.56,166,1480,1113,1480,1011,370,166
"2017-04-28 01:04:21,105","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.77,138,1480,1090,1480,1049,370,138
"2017-04-28 01:06:16,796","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.41,155,1480,1088,1480,1054,370,155
"2017-04-28 01:08:13,122","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.85,183,1480,1059,1480,1059,370,183
"2017-04-28 01:10:08,836","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.63,169,1480,1114,1480,1030,370,169
"2017-04-28 01:12:04,675","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.10,137,1480,1131,1480,1029,370,137
"2017-04-28 01:14:00,202","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.63,161,1480,1102,1480,1039,370,161
"2017-04-28 01:15:59,340","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,14.78,172,1480,1092,1480,1047,370,172
"2017-04-28 01:17:55,967","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.08,160,1480,1101,1480,1024,370,160
"2017-04-28 01:19:52,749","20,20,20","20,20,20",22,12,12,12,True,LinearRegression,4,13.98,151,1480,1070,1480,1032,370,151
