"2016-11-19 19:57:07,540",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-19 19:57:10,496",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,14,22,20,15
"2016-11-19 19:57:13,276",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,8,43,18,16
"2016-11-19 19:57:16,554",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,21,11,24,8
"2016-11-19 19:57:19,680",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,17,17,17,17
"2016-11-19 19:57:22,706",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,20,16,21,14
"2016-11-19 19:57:26,095",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,159,0,93
"2016-11-19 19:57:29,000",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,23,9,28,4
"2016-11-19 19:57:32,360",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,9,25,7,41
"2016-11-19 19:57:35,752",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,22,10,23,9
"2016-11-19 19:57:38,955",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,73,11,28
"2016-11-19 19:57:42,347",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,54,11,27
"2016-11-19 19:57:45,428",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,16,21,26,6
"2016-11-19 19:57:48,784",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,121,6,44
"2016-11-19 19:57:51,833",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-19 19:57:55,036",2,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-19 19:57:58,337",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,8,31,26,8
"2016-11-19 19:58:01,089",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,12,22,10,23
"2016-11-19 19:58:04,071",2,4,165,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-19 19:58:07,224",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,25,7,5,47
"2016-11-19 19:58:09,878",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,19,14,19,13
"2016-11-19 19:58:13,262",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,11,32,14,25
"2016-11-19 19:58:16,337",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,2,53,5,31
"2016-11-19 19:58:19,504",2,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-19 19:58:22,767",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,18,17,24,10
"2016-11-19 19:58:26,067",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,26,6,28,4
"2016-11-19 19:58:29,062",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-19 19:58:31,802",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,64,8,32
"2016-11-19 19:58:34,972",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,135,2,86
"2016-11-19 19:58:38,277",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,12,31,15,29
"2016-11-19 19:58:41,268",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,24,8,29,3
"2016-11-19 19:58:44,679",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,67,9,29
"2016-11-19 19:58:47,914",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,69,17,19
"2016-11-19 19:58:51,076",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,102,8,38
"2016-11-19 19:58:54,540",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,170,1,101
"2016-11-19 19:58:57,605",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,3,56,16,18
"2016-11-19 19:59:00,952",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-19 19:59:04,167",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,80,6,35
"2016-11-19 19:59:07,138",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,45,11,28
"2016-11-19 19:59:09,963",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,27,5,6,42
"2016-11-19 19:59:13,030",2,4,165,4,40,40,True,LinearRegression,32,32,200,1,31,1,32,0
"2016-11-19 19:59:17,319",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,66,10,26
"2016-11-19 19:59:20,788",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,157,5,58
"2016-11-19 19:59:23,965",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,87,11,27
"2016-11-19 19:59:26,882",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,111,11,31
"2016-11-19 19:59:29,790",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-19 19:59:32,855",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,15,19,18,14
"2016-11-19 19:59:36,878",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-19 19:59:40,587",2,4,165,4,40,40,True,LinearRegression,32,32,200,0,16,16,3,41
