"2016-11-19 19:03:49,593",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-19 19:03:52,483",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,2,53,18,15
"2016-11-19 19:03:55,612",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,83,8,32
"2016-11-19 19:03:58,769",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,127,4,59
"2016-11-19 19:04:01,724",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,93
"2016-11-19 19:04:04,651",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,128,3,64
"2016-11-19 19:04:07,464",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,1,65,16,25
"2016-11-19 19:04:10,278",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,8,35,15,18
"2016-11-19 19:04:14,567",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,3,48,15,23
"2016-11-19 19:04:17,811",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,17,16,21,12
"2016-11-19 19:04:20,753",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,101,10,36
"2016-11-19 19:04:23,709",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,127,2,63
"2016-11-19 19:04:26,902",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,116,8,41
"2016-11-19 19:04:29,895",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,13,23,15,20
"2016-11-19 19:04:33,063",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,2,62,17,17
"2016-11-19 19:04:36,187",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,103,16,26
"2016-11-19 19:04:39,217",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,148,3,52
"2016-11-19 19:04:42,644",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,55,13,22
"2016-11-19 19:04:45,700",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,2,44,19,14
"2016-11-19 19:04:49,112",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,19,13,20,12
"2016-11-19 19:04:52,334",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,1,75,15,19
"2016-11-19 19:04:55,415",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,64,22,11
"2016-11-19 19:04:58,731",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,7,39,25,15
"2016-11-19 19:05:01,863",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,162,2,72
"2016-11-19 19:05:05,158",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,156,3,67
"2016-11-19 19:05:08,202",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,160,1,74
"2016-11-19 19:05:11,206",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,139,2,51
"2016-11-19 19:05:14,506",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,63,5,36
"2016-11-19 19:05:17,470",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,7,35,12,26
"2016-11-19 19:05:20,799",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,143,4,64
"2016-11-19 19:05:23,869",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,8,36,11,23
"2016-11-19 19:05:26,977",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,13,24,17,16
"2016-11-19 19:05:29,926",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,13,23,27,5
"2016-11-19 19:05:33,032",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,105,6,43
"2016-11-19 19:05:36,823",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,165,0,105
"2016-11-19 19:05:40,819",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,5,54,16,22
"2016-11-19 19:05:44,086",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,7,25,21,11
"2016-11-19 19:05:47,087",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,157,3,68
"2016-11-19 19:05:49,907",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,108
"2016-11-19 19:05:52,865",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,2,56,4,47
"2016-11-19 19:05:56,624",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,156,0,85
"2016-11-19 19:06:00,610",2,4,105,4,40,40,True,LinearRegression,32,32,200,0,0,165,0,102
