"2017-05-02 19:38:00,477",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 19:38:33,739","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.45,32,32,200,0,4,56,0,106,0,143
"2017-05-02 19:39:06,010","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.00,32,32,200,0,10,32,2,73,0,115
"2017-05-02 19:39:38,427","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.03,32,32,200,0,2,66,0,111,0,153
"2017-05-02 19:40:11,455","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.39,32,32,200,0,2,62,0,115,0,154
"2017-05-02 19:40:44,029","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.39,32,32,200,0,1,54,0,92,0,122
"2017-05-02 19:41:17,416","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.80,32,32,200,0,5,59,0,105,0,154
"2017-05-02 19:41:50,029","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.22,32,32,200,0,6,52,0,103,0,152
"2017-05-02 19:42:22,687","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.22,32,32,200,0,7,51,1,85,0,129
"2017-05-02 19:42:55,484","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.35,32,32,200,0,2,58,0,96,0,150
"2017-05-02 19:43:28,232","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.47,32,32,200,0,3,58,0,94,0,137
"2017-05-02 19:44:00,565","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,17.94,32,32,200,0,4,59,0,113,0,144
"2017-05-02 19:44:32,639","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,17.87,32,32,200,0,3,52,0,96,0,140
"2017-05-02 19:45:04,922","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.18,32,32,200,0,5,62,0,102,0,142
"2017-05-02 19:45:37,761","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.35,32,32,200,0,8,47,0,96,0,140
"2017-05-02 19:46:10,225","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.20,32,32,200,0,7,46,1,85,0,130
"2017-05-02 19:46:42,826","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.25,32,32,200,0,8,46,4,76,0,109
"2017-05-02 19:47:15,365","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.11,32,32,200,0,0,60,0,95,0,135
"2017-05-02 19:47:47,738","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.01,32,32,200,0,5,55,1,93,0,133
"2017-05-02 19:48:20,070","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.11,32,32,200,0,2,56,0,97,0,140
"2017-05-02 19:48:52,781","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.31,32,32,200,0,4,56,0,108,0,149
"2017-05-02 19:49:24,832","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.07,32,32,200,0,1,65,0,110,0,148
"2017-05-02 19:49:57,044","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.10,32,32,200,0,2,51,0,87,0,132
"2017-05-02 19:50:29,539","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.16,32,32,200,0,2,56,0,90,0,129
"2017-05-02 19:51:01,735","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.22,32,32,200,0,4,57,0,110,0,144
"2017-05-02 19:51:34,330","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,17.86,32,32,200,0,4,55,0,95,0,137
"2017-05-02 19:39:23,699","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.95,32,32,200,0,2,66,1,116,0,151
"2017-05-02 19:39:57,550","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.64,32,32,200,0,3,62,1,96,0,141
"2017-05-02 19:40:31,000","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.24,32,32,200,0,6,57,0,101,0,142
"2017-05-02 19:41:04,541","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.45,32,32,200,0,3,55,1,99,0,143
"2017-05-02 19:41:38,098","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.48,32,32,200,0,3,55,0,106,0,143
"2017-05-02 19:42:11,697","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.44,32,32,200,0,0,68,0,103,0,143
"2017-05-02 19:42:45,194","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.45,32,32,200,0,7,47,0,98,0,128
"2017-05-02 19:43:18,395","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.30,32,32,200,0,2,58,0,105,0,147
"2017-05-02 19:43:51,462","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.19,32,32,200,0,4,47,1,93,0,128
"2017-05-02 19:44:25,548","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.98,32,32,200,0,4,56,0,100,0,143
"2017-05-02 19:44:59,186","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.32,32,32,200,0,5,57,1,93,0,139
"2017-05-02 19:45:32,767","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.65,32,32,200,0,2,65,0,115,0,145
"2017-05-02 19:46:06,002","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.27,32,32,200,0,7,43,2,70,0,112
"2017-05-02 19:46:39,361","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.34,32,32,200,0,4,60,0,96,0,139
"2017-05-02 19:47:12,794","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.34,32,32,200,0,5,60,1,88,0,133
"2017-05-02 19:47:46,121","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.24,32,32,200,0,8,54,0,102,0,143
