"2017-04-28 13:51:44,962",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-28 13:54:05,013","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.99,119,1480,957,1480,891,370,119
"2017-04-28 13:56:24,714","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.35,133,1480,951,1480,897,370,133
"2017-04-28 13:58:42,209","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.52,142,1480,942,1480,888,370,142
"2017-04-28 14:00:56,406","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.15,135,1480,959,1480,880,370,135
"2017-04-28 14:03:14,127","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.17,125,1480,974,1480,919,370,125
"2017-04-28 14:05:30,679","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,12.65,124,1480,972,1480,918,370,124
"2017-04-28 14:07:38,060","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,11.85,133,1480,948,1480,871,370,133
"2017-04-28 14:09:47,005","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.39,140,1480,924,1480,912,370,140
"2017-04-28 14:11:59,347","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.49,133,1480,992,1480,898,370,133
"2017-04-28 14:14:07,014","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,12.53,131,1480,988,1480,925,370,131
"2017-04-28 14:16:15,651","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,12.32,120,1480,951,1480,859,370,120
"2017-04-28 14:18:27,866","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,12.55,135,1480,937,1480,903,370,135
"2017-04-28 14:20:42,378","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.04,139,1480,964,1480,879,370,139
"2017-04-28 14:22:57,190","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.61,129,1480,925,1480,901,370,129
"2017-04-28 14:25:13,447","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,15.07,144,1480,963,1480,916,370,144
"2017-04-28 14:27:27,131","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.36,143,1480,922,1480,922,370,143
"2017-04-28 14:29:41,946","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.71,113,1480,918,1480,896,370,113
"2017-04-28 14:32:00,421","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.46,123,1480,955,1480,850,370,123
"2017-04-28 14:34:13,880","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.97,122,1480,966,1480,853,370,122
"2017-04-28 14:36:25,599","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.53,125,1480,998,1480,895,370,125
"2017-04-28 14:38:37,891","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.76,126,1480,968,1480,898,370,126
"2017-04-28 14:40:46,511","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,11.32,113,1480,976,1480,865,370,113
"2017-04-28 14:43:01,407","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,13.74,118,1480,946,1480,900,370,118
"2017-04-28 14:45:17,615","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.39,143,1480,971,1480,912,370,143
"2017-04-28 14:47:30,643","20,20,20","20,20,20",146,12,12,12,True,LinearRegression,4,14.43,137,1480,968,1480,896,370,137
"2017-06-06 12:04:30,649","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,14.59,130,1480,1002,1480,898,370,130
"2017-06-06 12:06:41,060","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,15.09,139,1480,962,1480,898,370,139
"2017-06-06 12:08:52,462","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,13.80,136,1480,956,1480,890,370,136
"2017-06-06 12:11:00,506","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,14.26,143,1480,940,1480,909,370,143
"2017-06-06 12:13:09,653","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,13.57,114,1480,959,1480,910,370,114
"2017-06-06 12:15:17,560","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,13.63,139,1480,943,1480,917,370,139
"2017-06-06 12:17:30,473","20,20,20","20,20,20","146,146,146",12,12,12,True,LinearRegression,4,16.03,113,1480,958,1480,901,370,113
